university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Rutgers Universityâ€“New Brunswick,2017,301,36.8,https://www.topuniversities.com/universities/rutgers-university-new-brunswick,United States of America,New Brunswick,North America,https://www.topuniversities.com/sites/default/files/rutgers-university-new-brunswick_538_small.jpg,Public,Very High,9,7965.00,XL,5009.00
Charles University,2017,302,36.7,https://www.topuniversities.com/universities/charles-university,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/charles-university_117_small.jpg,Public,Very High,9,9080.00,XL,5019.00
Universiti Kebangsaan Malaysia (UKM),2017,302,36.7,https://www.topuniversities.com/universities/universiti-kebangsaan-malaysia-ukm,Malaysia,Bangi,Asia,https://www.topuniversities.com/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,Public,Very High,6,2410.00,L,2829.00
Indian Institute of Technology Kanpur (IITK),2017,302,36.7,https://www.topuniversities.com/universities/indian-institute-technology-kanpur-iitk,India,Kanpur,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kanpur-iitk_592560cf2aeae70239af4ba5_small.jpg,Public,Very High,13,29.00,M,551.00
Politecnico di Torino,2017,305,36.4,https://www.topuniversities.com/universities/politecnico-di-torino,Italy,Turin,Europe,https://www.topuniversities.com/sites/default/files/politecnico-di-torino_633_small.jpg,Public,Very High,29,5.37,XL,1.05
Curtin University,2017,306,36.3,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,4565.00,L,1698.00
Bauman Moscow State Technical University,2017,306,36.3,https://www.topuniversities.com/universities/bauman-moscow-state-technical-university,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/bauman-moscow-state-technical-university_592560cf2aeae70239af505c_small.jpg,Public,Very High,4,2370.00,L,4349.00
Universidad Austral,2017,308,36.2,https://www.topuniversities.com/universities/universidad-austral,Argentina,Pilar,Latin America,https://www.topuniversities.com/sites/default/files/universidad-austral_38_small.jpg,Private,High,7,334.00,S,663.00
National Yang Ming University,2017,308,34.4,https://www.topuniversities.com/universities/national-yang-ming-university,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-yang-ming-university_444_small.jpg,Public,Very High,4,237.00,S,965.00
National Taiwan Normal University,2017,310,36,https://www.topuniversities.com/universities/national-taiwan-normal-university,Taiwan,Taipei City,Asia,https://www.topuniversities.com/sites/default/files/national-taiwan-normal-university_440_small.jpg,Public,Very High,8,1.50,M,1.37
Pontificia Universidad CatÃ³lica Argentina,2017,310,36,https://www.topuniversities.com/universities/pontificia-universidad-catolica-argentina,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_small.jpg,Private,Medium,4,1063.00,L,3805.00
Rensselaer Polytechnic Institute,2017,310,36,https://www.topuniversities.com/universities/rensselaer-polytechnic-institute,United States of America,Troy,North America,https://www.topuniversities.com/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg,Private,Very High,12,1.59,M,639.00
Indian Institute of Technology Kharagpur (IIT-KGP),2017,313,35.9,https://www.topuniversities.com/universities/indian-institute-technology-kharagpur-iit-kgp,India,Kharagpur,Asia,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kharagpur-iit-kgp_285_small.jpg,Public,Very High,15,27.00,M,770.00
"City, University of London",2017,314,35.8,https://www.topuniversities.com/universities/city-university-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/city-university-of-london_354_small.jpg,Public,Very High,16,7.36,L,970.00
Nankai University,2017,315,35.7,https://www.topuniversities.com/universities/nankai-university,China (Mainland),Tianjin,Asia,https://www.topuniversities.com/sites/default/files/nankai-university_882_small.jpg,Public,Very High,11,1.49,XL,2.85
Tongji University,2017,315,35.7,https://www.topuniversities.com/universities/tongji-university,China (Mainland),Shanghai,Asia,https://www.topuniversities.com/sites/default/files/tongji-university_617_small.jpg,Public,Very High,11,5095.00,XL,2785.00
UniversitÃ© de LiÃ¨ge,2017,315,35.7,https://www.topuniversities.com/universities/universite-de-liege,Belgium,Arlon,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,Public,Very High,13,4.38,L,1.62
Xiâ€™an Jiaotong University,2017,318,35.6,https://www.topuniversities.com/universities/xian-jiaotong-university,China (Mainland),Xi'an,Asia,https://www.topuniversities.com/sites/default/files/xian-jiaotong-university_683_small.jpg,Public,Very High,12,2266.00,XL,3729.00
Tampere University of Technology ,2017,319,30,https://www.topuniversities.com/universities/tampere-university-technology,Finland,Tampere,Europe,https://www.topuniversities.com/sites/default/files/tampere-university-of-technology_1269_small.jpg,Public,Very High,8,526.00,M,665.00
Ben-Gurion University of The Negev,2017,320,35.4,https://www.topuniversities.com/universities/ben-gurion-university-negev,Israel,Be'er Sheva,Asia,https://www.topuniversities.com/sites/default/files/ben-gurion-university-of-the-negev_592560cf2aeae70239af4ab7_small.jpg,Public,Very High,15,1.76,L,1.06
Universidade Federal do Rio de Janeiro,2017,321,35.3,https://www.topuniversities.com/universities/universidade-federal-do-rio-de-janeiro,Brazil,Rio de Janeiro,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-de-janeiro_525_small.jpg,Public,Very High,11,555.00,XL,3.98
Universitat PolitÃ¨cnica de Catalunya Â· BarcelonaTech (UPC),2017,321,35.3,https://www.topuniversities.com/universities/universitat-politecnica-de-catalunya-barcelonatech-upc,Spain,Barcelona,Europe,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-catalunya_103_small.jpg,Public,Very High,9,3101.00,L,2485.00
University of Porto,2017,323,35.2,https://www.topuniversities.com/universities/university-porto,Portugal,Porto,Europe,https://www.topuniversities.com/sites/default/files/university-of-porto_760_small.jpg,Public,Very High,14,3783.00,L,2028.00
University of Waikato,2017,324,35.1,https://www.topuniversities.com/universities/university-waikato,New Zealand,Hamilton ,Oceania,https://www.topuniversities.com/sites/default/files/university-of-waikato_660_small.jpg,Public,Very High,14,2.27,M,595.00
Universitas Indonesia,2017,325,35,https://www.topuniversities.com/universities/universitas-indonesia,Indonesia,Depok,Asia,https://www.topuniversities.com/sites/default/files/universitas-indonesia_290_small.jpg,Public,High,10,1412.00,XL,4210.00
University of Victoria (UVic),2017,325,35,https://www.topuniversities.com/universities/university-victoria-uvic,Canada,Victoria,North America,https://www.topuniversities.com/sites/default/files/university-of-victoria-uvic_592560cf2aeae70239af4d0e_small.jpg,Public,Very High,26,6.14,L,865.00
UniversitÃ© de Montpellier,2017,327,34.8,https://www.topuniversities.com/universities/universite-de-montpellier,France,Montpellier,Europe,https://www.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg,Public,Very High,17,6.23,XL,2.46
Heriot-Watt University,2017,327,34.8,https://www.topuniversities.com/universities/heriot-watt-university,United Kingdom,Edinburgh,Europe,https://www.topuniversities.com/sites/default/files/heriot-watt-university_592560cf2aeae70239af4d5f_small.jpg,Public,Very High,12,3536.00,M,806.00
Tokyo Medical and Dental University (TMDU),2017,329,34.7,https://www.topuniversities.com/universities/tokyo-medical-dental-university-tmdu,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/tokyo-medical-and-dental-university-tmdu_592560cf2aeae70239af4e8a_small.jpg,Public,Very High,3,325.00,S,930.00
University of Lisbon ,2017,330,34.6,https://www.topuniversities.com/universities/university-lisbon,Portugal,Lisbon ,Europe,https://www.topuniversities.com/sites/default/files/university-of-lisbon_1475_small.jpg,Public,Very High,14,8.55,XL,3.39
Universiti Sains Malaysia (USM),2017,330,34.6,https://www.topuniversities.com/universities/universiti-sains-malaysia-usm,Malaysia,Gelugor,Asia,https://www.topuniversities.com/sites/default/files/universiti-sains-malaysia-usm_386_small.jpg,Public,Very High,8,4198.00,L,2249.00
Tilburg University,2017,330,34.6,https://www.topuniversities.com/universities/tilburg-university,Netherlands,Tilburg,Europe,https://www.topuniversities.com/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg,Public,Very High,15,2.19,M,745.00
"Essex, University of",2017,330,34.6,https://www.topuniversities.com/universities/essex-university,United Kingdom,Colchester,Europe,https://www.topuniversities.com/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg,Public,Very High,14,6.12,L,1.04
Yeshiva University,2017,330,34.6,https://www.topuniversities.com/universities/yeshiva-university,United States of America,New York City,North America,https://www.topuniversities.com/sites/default/files/the-katz-school-at-yeshiva-university_685_small.jpg,Private,Very High,10,467.00,S,471.00
Ewha Womans University,2017,335,34.5,https://www.topuniversities.com/universities/ewha-womans-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/ewha-womans-university_592560cf2aeae70239af4b38_small.jpg,Private,High,7,2.11,L,2.44
Griffith University,2017,336,34.4,https://www.topuniversities.com/universities/griffith-university,Australia,Nathan,Oceania,https://www.topuniversities.com/sites/default/files/griffith-university_242_small.jpg,Public,Very High,17,5875.00,XL,1918.00
Gwangju Institute of Science and Technology (GIST),2017,337,34.3,https://www.topuniversities.com/universities/gwangju-institute-science-technology-gist,South Korea,Gwangju,Asia,https://www.topuniversities.com/sites/default/files/gwangju-institute-of-science-and-technology-gist_718_small.jpg,Public,Very High,10,122.00,S,180.00
UniversitÃ Â di Padova,2017,338,39.6,https://www.topuniversities.com/universities/universita-di-padova,Italy,Padua,Europe,https://www.topuniversities.com/sites/default/files/universitdi-padova_480_small.jpg,Public,Very High,17,2654.00,XL,2806.00
University of JyvÃ¤skylÃ¤,2017,338,34.2,https://www.topuniversities.com/universities/university-jyvaskyla,Finland,JyvÃ¤skylÃ¤,Europe,https://www.topuniversities.com/sites/default/files/university-of-jyvskyl_306_small.jpg,Public,Very High,7,339.00,M,1.57
Massey University,2017,340,34.1,https://www.topuniversities.com/universities/massey-university,New Zealand,Palmerston North,Oceania,https://www.topuniversities.com/sites/default/files/massey-university_395_small.jpg,Public,Very High,9,4836.00,M,1209.00
James Cook University,2017,340,34.1,https://www.topuniversities.com/universities/james-cook-university,Australia,Townsville,Oceania,https://www.topuniversities.com/sites/default/files/james-cook-university_833_small.jpg,Public,Very High,11,1.17,M,2940.00
University at Buffalo SUNY,2017,342,34,https://www.topuniversities.com/universities/university-buffalo-suny,United States of America,Buffalo,North America,https://www.topuniversities.com/sites/default/files/university-at-buffalo-suny_1888_small.jpg,Public,Very High,19,4.41,L,1.53
Lincoln University ,2017,343,33.9,https://www.topuniversities.com/universities/lincoln-university,New Zealand,Lincoln,Oceania,https://www.topuniversities.com/sites/default/files/lincoln-university-_592560cf2aeae70239af4ef3_small.jpg,Public,Very High,9,898.00,S,643.00
University of HawaiÊ»i at MÄnoa,2017,343,33.9,https://www.topuniversities.com/universities/university-hawaii-manoa,United States of America,Honolulu,North America,https://www.topuniversities.com/sites/default/files/university-of-hawaii-at-maoa_255_small.jpg,Public,Very High,9,1.59,L,1.64
Brunel University London,2017,345,33.8,https://www.topuniversities.com/universities/brunel-university-london,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/brunel-university-london_592560cf2aeae70239af4acc_small.jpg,Public,Very High,16,5.31,L,860.00
L.N. Gumilyov Eurasian National University (ENU),2017,345,33.8,https://www.topuniversities.com/universities/ln-gumilyov-eurasian-national-university-enu,Kazakhstan,Nur-Sultan,Asia,https://www.topuniversities.com/sites/default/files/l.n.-gumilyov-eurasian-national-university-enu_592560cf2aeae70239af52e8_small.jpg,Public,Very High,5,1.08,L,3.35
University of Cologne,2017,347,33.6,https://www.topuniversities.com/universities/university-cologne,Germany,Cologne,Europe,https://www.topuniversities.com/sites/default/files/university-of-cologne_592560cf2aeae70239af4bc6_small.jpg,Public,Very High,11,4890.00,XL,2724.00
University of Tartu,2017,347,33.6,https://www.topuniversities.com/universities/university-tartu,Estonia,Tartu,Europe,https://www.topuniversities.com/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,Public,Very High,7,1400.00,M,1605.00
University Ulm,2017,347,31.4,https://www.topuniversities.com/universities/university-ulm,Germany,Ulm,Europe,https://www.topuniversities.com/sites/default/files/university-ulm_638_small.jpg,Public,Very High,7,1289.00,M,1473.00
